juego;orden_sorteo;temporada_o_anyo;fecha_sorteo;nombre;lugar;dia_semana;hora;bote_promocional;combinacion_ordenada;combinacion_salida;reintegro;complementario;pleno15;estrellas;caballos;primer_premio;serie;fraccion;segundo_premio;bote_real;total_premios;recaudacion;apuestas;cat_1;acertantes_1;premio_1;cat_2;acertantes_2;premio_2;cat_3;acertantes_3;premio_3;cat_4;acertantes_4;premio_4;cat_5;acertantes_5;premio_5;cat_6;acertantes_6;premio_6;cat_7;acertantes_7;premio_7;cat_8;acertantes_8;premio_8;cat_9;acertantes_9;premio_9;cat_10;acertantes_10;premio_10;cat_11;acertantes_11;premio_11;cat_12;acertantes_12;premio_12;cat_13;acertantes_13;premio_13;
Euromillions;1;2005;09/12/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.832.002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;02/12/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.162.408;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;25/11/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.660.028;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;18/11/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.031.728;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;11/11/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.581.738;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;04/11/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.077.454;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;28/10/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.564.048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;21/10/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.033.210;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;14/10/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.080.226;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;07/10/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.613.104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;30/09/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.224.994;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;23/09/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.487.282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;16/09/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.615.720;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;09/09/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.064.944;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;02/09/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.922.188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;26/08/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.926.422;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;19/08/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.123.964;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;12/08/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.395.142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;05/08/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.184.756;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;29/07/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;24.667.092;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;22/07/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;22.126.340;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;15/07/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;19.832.118;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;08/07/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.950.678;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;01/07/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.971.354;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;24/06/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.450.472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;17/06/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.541.498;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;10/06/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.658.324;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;03/06/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.164.650;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;27/05/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.876.218;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;20/05/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.274.024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;13/05/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.281.994;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;06/05/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.751.310;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;29/04/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.316.264;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;22/04/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.304.972;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;15/04/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.943.452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;08/04/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;18.036.328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;01/04/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.316.256;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;25/03/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.965.116;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;18/03/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.191.082;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;11/03/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.362.974;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;04/03/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.375.328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;25/02/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;10.882.842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;18/02/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.185.762;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;11/02/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.678.196;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;04/02/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.634.668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;28/01/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.319.098;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;21/01/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.730.142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;14/01/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.957.520;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;07/01/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;11.643.666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;31/12/2004;;;Friday;00:00;10.000.000;7 8 24 25 47;7 8 24 25 47;;;;8 9;;;;;;0;25.444.084;46.261.970;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;24/12/2004;;;Friday;00:00;10.000.000;3 4 27 29 37;3 4 27 29 37;;;;5 6;;;;;;0;25.007.180;45.467.600;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;17/12/2004;;;Friday;00:00;26.000.000;15 19 22 46 49;15 19 22 46 49;;;;2 9;;;;;;0;26.616.532;48.393.694;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;10/12/2004;;;Friday;00:00;17.000.000;1 3 13 16 43;1 3 13 16 43;;;;2 7;;;;;;0;24.461.602;44.475.640;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;03/12/2004;;;Friday;00:00;10.000.000;1 11 15 42 49;1 11 15 42 49;;;;3 4;;;;;;0;23.841.123;43.347.496;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;26/11/2004;;;Friday;00:00;41.000.000;1 4 24 34 36;1 4 24 34 36;;;;6 8;;;;;;0;36.594.721;66.535.856;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;19/11/2004;;;Friday;00:00;32.000.000;1 18 29 34 37;1 18 29 34 37;;;;6 2;;;;;;0;28.047.220;50.994.946;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;12/11/2004;;;Friday;00:00;24.000.000;4 11 12 13 32;4 11 12 13 32;;;;3 9;;;;;;0;22.874.899;41.590.726;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;05/11/2004;;;Friday;00:00;10.000.000;6 19 25 42 49;6 19 25 42 49;;;;1 7;;;;;;0;21.265.668;38.664.850;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;29/10/2004;;;Friday;00:00;10.000.000;1 8 32 35 38;1 8 32 35 38;;;;4 9;;;;;;0;20.779.597;37.781.086;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;22/10/2004;;;Friday;00:00;17.276.072;1 9 23 25 40;1 9 23 25 40;;;;3 9;;;;;;0;23.915.286;43.482.338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;15/10/2004;;;Friday;00:00;10.000.000;14 21 22 37 43;14 21 22 37 43;;;;5 8;;;;;;0;21.380.361;38.873.384;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;08/10/2004;;;Friday;00:00;10.000.000;1 10 12 16 48;1 10 12 16 48;;;;2 6;;;;;;0;19.918.448;36.215.360;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;01/10/2004;;;Friday;00:00;26.143.144;12 20 21 45 48;12 20 21 45 48;;;;5 6;;;;;;0;18.210.622;33.110.222;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;24/09/2004;;;Friday;00:00;23.031.619;21 26 27 44 48;21 26 27 44 48;;;;1 7;;;;;;0;15.557.638;28.286.614;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;17/09/2004;;;Friday;00:00;20.061.218;15 18 29 39 41;15 18 29 39 41;;;;5 8;;;;;;0;14.851.992;27.003.622;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;10/09/2004;;;Friday;00:00;17.280.738;5 25 33 36 38;5 25 33 36 38;;;;2 5;;;;;;0;13.902.403;25.277.096;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;03/09/2004;;;Friday;00:00;14.709.804;8 12 14 15 34;8 12 14 15 34;;;;6 7;;;;;;0;12.854.667;23.372.122;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;27/08/2004;;;Friday;00:00;12.317.819;1 11 22 28 44;1 11 22 28 44;;;;1 9;;;;;;0;11.959.928;21.745.324;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;20/08/2004;;;Friday;00:00;10.000.000;6 9 10 27 35;6 9 10 27 35;;;;6 8;;;;;;0;11.589.094;21.071.080;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;13/08/2004;;;Friday;00:00;10.000.000;20 27 41 43 50;20 27 41 43 50;;;;5 8;;;;;;0;13.566.202;24.665.822;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;06/08/2004;;;Friday;00:00;21.992.713;5 15 24 35 44;5 15 24 35 44;;;;5 6;;;;;;0;15.147.791;27.541.438;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;30/07/2004;;;Friday;00:00;19.342.755;9 10 19 37 50;9 10 19 37 50;;;;1 6;;;;;;0;14.574.772;26.499.586;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;23/07/2004;;;Friday;00:00;16.957.718;7 10 27 31 34;7 10 27 31 34;;;;3 8;;;;;;0;13.117.701;23.850.366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;16/07/2004;;;Friday;00:00;14.571.041;24 26 31 38 50;24 26 31 38 50;;;;5 8;;;;;;0;13.126.726;23.866.774;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;09/07/2004;;;Friday;00:00;12.214.642;2 5 12 19 44;2 5 12 19 44;;;;8 9;;;;;;0;12.960.191;23.563.984;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;02/07/2004;;;Friday;00:00;10.000.000;4 23 24 28 34;4 23 24 28 34;;;;1 3;;;;;;0;12.180.533;22.146.424;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;25/06/2004;;;Friday;00:00;10.000.000;3 21 30 34 35;3 21 30 34 35;;;;1 2;;;;;;0;11.936.893;21.703.442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;18/06/2004;;;Friday;00:00;10.000.000;2 23 28 40 43;2 23 28 40 43;;;;2 6;;;;;;0;12.577.818;22.868.760;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;11/06/2004;;;Friday;00:00;10.000.000;2 7 8 10 47;2 7 8 10 47;;;;1 7;;;;;;0;12.804.909;23.281.652;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;04/06/2004;;;Friday;00:00;10.000.000;9 13 34 41 42;9 13 34 41 42;;;;3 7;;;;;;0;13.684.939;24.881.708;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;28/05/2004;;;Friday;00:00;10.000.000;6 11 35 41 44;6 11 35 41 44;;;;5 6;;;;;;0;13.863.196;25.205.810;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;21/05/2004;;;Friday;00:00;10.000.000;15 29 37 39 49;15 29 37 39 49;;;;4 9;;;;;;0;14.546.568;26.448.306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;14/05/2004;;;Friday;00:00;30.000.000;1 3 21 32 39;1 3 21 32 39;;;;2 6;;;;;;0;20.988.752;38.161.368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;07/05/2004;;;Friday;00:00;25.000.000;15 16 21 36 38;15 16 21 36 38;;;;1 5;;;;;;0;18.274.641;33.226.620;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;30/04/2004;;;Friday;00:00;20.000.000;5 6 16 23 27;5 6 16 23 27;;;;6 7;;;;;;0;15.617.451;28.395.366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;23/04/2004;;;Friday;00:00;15.000.000;6 10 21 45 49;6 10 21 45 49;;;;3 5;;;;;;0;13.714.137;24.934.794;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;16/04/2004;;;Friday;00:00;15.000.000;14 15 28 35 40;14 15 28 35 40;;;;1 3;;;;;;0;13.717.166;24.940.302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;09/04/2004;;;Friday;00:00;22.901.108;1 4 10 19 23;1 4 10 19 23;;;;2 8;;;;;;0;14.603.469;26.551.762;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;02/04/2004;;;Friday;00:00;20.115.867;4 12 24 27 36;4 12 24 27 36;;;;2 9;;;;;;0;15.318.824;27.852.408;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;26/03/2004;;;Friday;00:00;17.475.961;3 4 10 23 43;3 4 10 23 43;;;;2 4;;;;;;0;14.519.485;26.399.064;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;19/03/2004;;;Friday;00:00;15.000.000;33 36 37 42 45;33 36 37 42 45;;;;4 9;;;;;;0;13.617.786;24.759.610;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;12/03/2004;;;Friday;00:00;15.000.000;15 24 28 44 47;15 24 28 44 47;;;;4 5;;;;;;0;14.082.121;25.603.856;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;05/03/2004;;;Friday;00:00;17.755.648;4 7 33 37 39;4 7 33 37 39;;;;1 5;;;;;;0;16.073.319;29.224.216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;27/02/2004;;;Friday;00:00;15.000.000;14 18 19 31 37;14 18 19 31 37;;;;4 5;;;;;;0;15.156.065;27.556.482;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;20/02/2004;;;Friday;00:00;15.000.000;7 13 39 47 50;7 13 39 47 50;;;;2 5;;;;;;0;15.508.901;28.198.002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2004;13/02/2004;;;Friday;00:00;15.000.000;16 29 32 36 41;16 29 32 36 41;;;;7 9;;;;;;0;29.216.560;53.121.018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
